priority_id,rank,priority_class,risk_level,cell_id,operational_risk_index,forecast_operational_risk_index_24h,forecast_operational_risk_index_48h,forecast_operational_risk_index_72h,location,exposure,road_entity_count,settlement_count,verified_report_ids,report_priority_boost,reason,recommended_action,latitude,longitude
P2-256,266,P2,HIGH,SKM_07126,62.9,64.4,61.9,57.6,Unnamed OSM road,2 OSM road entities,2,0,[],False,Current Operational Risk Index 62.9/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.158421,88.145543
P2-257,267,P2,HIGH,SKM_07322,62.8,63.8,62.1,57.4,SH / Unnamed OSM road,4 OSM road entities,4,0,[],False,Current Operational Risk Index 62.8/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.120717,88.326752
P2-258,268,P2,HIGH,SKM_04989,62.7,60.7,60.7,55.6,Unnamed OSM road,2 OSM road entities,2,0,[],False,Current Operational Risk Index 62.7/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.400225,88.360415
P2-259,269,P2,HIGH,SKM_06004,62.7,61.3,60.2,55.7,MDR / Unnamed OSM road,13 OSM road entities,13,0,[],False,Current Operational Risk Index 62.7/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.29172,88.379297
P2-260,270,P2,HIGH,SKM_06300,62.7,59.4,59.1,53.9,Unnamed OSM settlement,5 OSM road entities; 1 mapped settlement,5,1,[],False,Current Operational Risk Index 62.7/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.261085,88.702131
P2-261,271,P2,HIGH,SKM_06755,62.7,62.1,60.8,56.1,Unnamed OSM road,4 OSM road entities,4,0,[],False,Current Operational Risk Index 62.7/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.209776,88.448959
P2-262,272,P2,HIGH,SKM_07040,62.7,63.3,61.4,56.8,Unnamed OSM road,8 OSM road entities,8,0,[],False,Current Operational Risk Index 62.7/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.173881,88.42831
P2-263,273,P2,HIGH,SKM_07283,62.7,63.8,62.2,57.4,Unnamed OSM road,3 OSM road entities,3,0,[],False,Current Operational Risk Index 62.7/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.130302,88.26633
P2-264,274,P2,HIGH,SKM_05095,62.6,59.4,59.8,54.6,NH310A · North Sikkim Highway,1 OSM road entity,1,0,[],False,Current Operational Risk Index 62.6/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.388151,88.643404
P2-265,275,P2,HIGH,SKM_05832,62.6,60.3,59.7,54.9,Unnamed OSM road,23 OSM road entities,23,0,[],False,Current Operational Risk Index 62.6/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.309366,88.419936
P2-266,276,P2,HIGH,SKM_06330,62.6,63.9,61.4,57.7,Unnamed OSM road,15 OSM road entities,15,0,[],False,Current Operational Risk Index 62.6/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.257713,88.146559
P2-267,277,P2,HIGH,SKM_03553,62.5,61.1,61.9,57.1,NH310A · North Sikkim Highway,1 OSM road entity,1,0,[],False,Current Operational Risk Index 62.5/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.57754,88.656347
P2-268,278,P2,HIGH,SKM_07228,62.5,63.8,61.7,57.2,Rumdin,11 OSM road entities; 1 mapped settlement,11,1,[],False,Current Operational Risk Index 62.5/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.140118,88.175628
P2-269,279,P2,HIGH,SKM_07171,62.4,64.4,61.2,56.9,Unnamed OSM road,6 OSM road entities,6,0,[],False,Current Operational Risk Index 62.4/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.149797,88.094998
P2-270,280,P2,HIGH,SKM_07199,62.4,63.5,61.5,56.9,MDR / Unnamed OSM road,7 OSM road entities,7,0,[],False,Current Operational Risk Index 62.4/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.147309,88.377519
P2-271,281,P2,HIGH,SKM_06509,62.3,62.7,61.0,56.7,Unnamed OSM road,2 OSM road entities,2,0,[],False,Current Operational Risk Index 62.3/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.237861,88.348336
P2-272,282,P2,HIGH,SKM_06948,62.3,63.7,61.4,57.3,Singling,8 OSM road entities; 1 mapped settlement,8,1,[],False,Current Operational Risk Index 62.3/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.185079,88.196287
P2-273,283,P2,HIGH,SKM_07033,62.3,63.1,61.2,56.7,Earthern Road / Unnamed OSM road,8 OSM road entities,8,0,[],False,Current Operational Risk Index 62.3/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.174583,88.357668
P2-274,284,P2,HIGH,SKM_07079,62.3,63.6,61.6,57.2,Unnamed OSM road,5 OSM road entities,5,0,[],False,Current Operational Risk Index 62.3/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.166765,88.22637
P2-275,285,P2,HIGH,SKM_02624,62.2,62.9,63.6,58.5,NH310AG · North Sikkim Highway,1 OSM road entity,1,0,[],False,Current Operational Risk Index 62.2/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.695914,88.566871
P2-276,286,P2,HIGH,SKM_06697,62.2,59.9,59.2,54.2,Unnamed OSM road,4 OSM road entities,4,0,[],False,Current Operational Risk Index 62.2/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.216567,88.650974
P2-277,287,P2,HIGH,SKM_07006,62.2,63.8,60.8,56.8,Gorkhey to Bhareng Trek route / Unnamed OSM road,5 OSM road entities,5,0,[],False,Current Operational Risk Index 62.2/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.176956,88.085169
P2-278,288,P2,HIGH,SKM_07065,62.2,64.0,60.9,56.7,Gorkhey to Bhareng Trek route / Unnamed OSM road,5 OSM road entities,5,0,[],False,Current Operational Risk Index 62.2/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.167929,88.085082
P2-279,289,P2,HIGH,SKM_07324,62.2,63.3,61.5,56.8,NH710 / Unnamed OSM road,19 OSM road entities,19,0,[],False,Current Operational Risk Index 62.2/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.120525,88.346926
P2-280,290,P2,HIGH,SKM_05942,62.1,59.0,58.8,53.6,SH2 · Gangtok - Assam - Pakyong Road / Unnamed OSM road,5 OSM road entities,5,0,[],False,Current Operational Risk Index 62.1/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.297907,88.642073
P2-281,291,P2,HIGH,SKM_05975,62.1,62.4,60.1,56.8,Unnamed OSM road,3 OSM road entities,3,0,[],False,Current Operational Risk Index 62.1/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.294303,88.086308
P2-282,292,P2,HIGH,SKM_06742,62.1,63.0,61.1,56.8,SH / Unnamed OSM road,11 OSM road entities,11,0,[],False,Current Operational Risk Index 62.1/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.211072,88.317724
P2-283,293,P2,HIGH,SKM_03131,62.0,62.2,61.8,58.2,NH310A / Unnamed OSM road,6 OSM road entities,6,0,[],False,Current Operational Risk Index 62.0/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.631194,88.697689
P2-284,294,P2,HIGH,SKM_05144,62.0,61.5,61.2,56.2,Unnamed OSM road,6 OSM road entities,6,0,[],False,Current Operational Risk Index 62.0/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.382657,88.30964
P2-285,295,P2,HIGH,SKM_05268,62.0,59.6,59.6,54.5,NH310,1 OSM road entity,1,0,[],False,Current Operational Risk Index 62.0/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.369127,88.724001
P2-286,296,P2,HIGH,SKM_06844,62.0,60.4,59.3,54.5,NH 717A / Unnamed OSM road,3 OSM road entities,3,0,[],False,Current Operational Risk Index 62.0/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.199104,88.600244
P2-287,297,P2,HIGH,SKM_05552,61.9,63.5,61.4,57.6,MDR / Unnamed OSM road,2 OSM road entities,2,0,[],False,Current Operational Risk Index 61.9/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.338263,88.228253
P2-288,298,P2,HIGH,SKM_06182,61.9,60.2,59.3,54.6,Unnamed OSM road,5 OSM road entities,5,0,[],False,Current Operational Risk Index 61.9/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.273468,88.399275
P2-289,299,P2,HIGH,SKM_07223,61.9,63.7,60.9,56.6,Unnamed OSM road,7 OSM road entities,7,0,[],False,Current Operational Risk Index 61.9/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.140531,88.125179
P2-290,300,P2,HIGH,SKM_06430,61.8,62.2,60.5,56.2,Unnamed OSM road,7 OSM road entities,7,0,[],False,Current Operational Risk Index 61.8/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.246887,88.348445
P2-291,301,P2,HIGH,SKM_07108,61.8,61.8,60.0,55.3,Unnamed OSM road,2 OSM road entities,2,0,[],False,Current Operational Risk Index 61.8/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.163902,88.519009
P2-292,302,P2,HIGH,SKM_05921,61.7,59.4,58.9,54.0,MDR / Unnamed OSM road,17 OSM road entities,17,0,[],False,Current Operational Risk Index 61.7/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.300238,88.429924
P2-293,303,P2,HIGH,SKM_06200,61.7,59.4,58.8,53.8,NH10 / Unnamed OSM road,5 OSM road entities,5,0,[],False,Current Operational Risk Index 61.7/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.271531,88.581078
P2-294,304,P2,HIGH,SKM_06333,61.7,63.4,60.8,57.2,Unnamed OSM road,8 OSM road entities,8,0,[],False,Current Operational Risk Index 61.7/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.257461,88.176859
P2-295,305,P2,HIGH,SKM_06538,61.7,59.1,58.5,53.5,Unnamed OSM road,3 OSM road entities,3,0,[],False,Current Operational Risk Index 61.7/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.234735,88.641144
P2-296,306,P2,HIGH,SKM_05175,61.6,58.2,58.5,53.4,NH310A · North Sikkim Highway / Unnamed OSM road,3 OSM road entities,3,0,[],False,Current Operational Risk Index 61.6/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.379364,88.623052
P2-297,307,P2,HIGH,SKM_06073,61.6,63.3,61.0,57.3,Rani Dhunga / Unnamed OSM road,5 OSM road entities,5,0,[],False,Current Operational Risk Index 61.6/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.284455,88.187247
P2-298,308,P2,HIGH,SKM_06248,61.6,63.2,60.6,57.1,Unnamed OSM settlement,8 OSM road entities; 1 mapped settlement,8,1,[],False,Current Operational Risk Index 61.6/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.266488,88.176954
P2-299,309,P2,HIGH,SKM_06959,61.5,62.4,60.6,56.2,SH / Unnamed OSM road,5 OSM road entities,5,0,[],False,Current Operational Risk Index 61.5/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.184088,88.307313
P2-300,310,P2,HIGH,SKM_06283,61.4,59.2,58.6,53.7,Unnamed OSM road,2 OSM road entities,2,0,[],False,Current Operational Risk Index 61.4/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.263068,88.530455
P2-301,311,P2,HIGH,SKM_07160,61.4,62.1,60.0,55.4,Unnamed OSM road,7 OSM road entities,7,0,[],False,Current Operational Risk Index 61.4/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.155201,88.488618
P2-302,312,P2,HIGH,SKM_07294,61.4,62.7,60.6,56.0,MDR / Unnamed OSM road,4 OSM road entities,4,0,[],False,Current Operational Risk Index 61.4/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.129257,88.377298
P2-303,313,P2,HIGH,SKM_07298,61.4,63.0,60.6,56.1,Unnamed OSM road,9 OSM road entities,9,0,[],False,Current Operational Risk Index 61.4/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.128855,88.417648
P2-304,314,P2,HIGH,SKM_07300,61.4,63.0,60.6,56.0,MDR / Unnamed OSM road,7 OSM road entities,7,0,[],False,Current Operational Risk Index 61.4/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.12865,88.437823
P2-305,315,P2,HIGH,SKM_07049,61.3,61.0,59.4,54.7,NH10 / Unnamed OSM road,18 OSM road entities,18,0,[],False,Current Operational Risk Index 61.3/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.172927,88.519131
P2-306,316,P2,HIGH,SKM_06273,61.2,59.3,58.6,53.7,Unnamed OSM road,9 OSM road entities,9,0,[],False,Current Operational Risk Index 61.2/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.264136,88.429461
P2-307,317,P2,HIGH,SKM_06336,61.2,62.9,60.4,56.8,Unnamed OSM road,5 OSM road entities,5,0,[],False,Current Operational Risk Index 61.2/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.257203,88.207159
P2-308,318,P2,HIGH,SKM_06431,61.1,61.3,59.7,55.3,Unnamed OSM road,3 OSM road entities,3,0,[],False,Current Operational Risk Index 61.1/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.246789,88.358543
P2-309,319,P2,HIGH,SKM_06775,61.1,58.9,58.1,53.2,SH / Unnamed OSM road,5 OSM road entities,5,0,[],False,Current Operational Risk Index 61.1/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.207543,88.650841
P2-310,320,P2,HIGH,SKM_06877,61.1,62.6,60.2,56.2,Unnamed OSM road,2 OSM road entities,2,0,[],False,Current Operational Risk Index 61.1/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.194019,88.206478
P2-311,321,P2,HIGH,SKM_07091,61.1,62.0,60.2,55.6,Earthern Road / Unnamed OSM road,9 OSM road entities,9,0,[],False,Current Operational Risk Index 61.1/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.165654,88.347467
P2-312,322,P2,HIGH,SKM_05580,61.0,58.1,57.8,52.8,Unnamed OSM road,6 OSM road entities,6,0,[],False,Current Operational Risk Index 61.0/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.335488,88.511235
P2-313,323,P2,HIGH,SKM_06247,61.0,62.6,60.1,56.5,Unnamed OSM road,3 OSM road entities,3,0,[],False,Current Operational Risk Index 61.0/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.266572,88.166853
P2-314,324,P2,HIGH,SKM_06818,61.0,61.7,59.9,55.5,Unnamed OSM road,5 OSM road entities,5,0,[],False,Current Operational Risk Index 61.0/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.201854,88.337807
P2-315,325,P2,HIGH,SKM_05828,60.9,59.4,58.7,54.0,MDR,1 OSM road entity,1,0,[],False,Current Operational Risk Index 60.9/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.309771,88.37952
P2-316,326,P2,HIGH,SKM_04189,60.8,54.3,54.3,50.0,MDR / Unnamed OSM road,6 OSM road entities,6,0,[],False,Current Operational Risk Index 60.8/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.497826,88.523568
P2-317,327,P2,HIGH,SKM_04986,60.8,59.6,59.7,54.5,Unnamed OSM road,5 OSM road entities,5,0,[],False,Current Operational Risk Index 60.8/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.400517,88.330077
P2-318,328,P2,HIGH,SKM_06414,60.8,62.5,59.9,56.3,Unnamed OSM road,5 OSM road entities,5,0,[],False,Current Operational Risk Index 60.8/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.24835,88.186863
P2-319,329,P2,HIGH,SKM_05111,60.7,59.4,59.1,54.4,NH310 / Unnamed OSM road,4 OSM road entities,4,0,[],False,Current Operational Risk Index 60.7/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.386152,88.805154
P2-320,330,P2,HIGH,SKM_06238,60.6,60.9,58.6,55.2,Unnamed OSM settlement,4 OSM road entities; 1 mapped settlement,4,1,[],False,Current Operational Risk Index 60.6/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.267301,88.075943
P2-321,331,P2,HIGH,SKM_06335,60.6,62.4,59.8,56.2,Unnamed OSM road,9 OSM road entities,9,0,[],False,Current Operational Risk Index 60.6/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.25729,88.197059
P2-322,332,P2,HIGH,SKM_06353,60.5,60.1,58.7,54.2,NH510 / SH,2 OSM road entities,2,0,[],False,Current Operational Risk Index 60.5/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.255617,88.378851
P2-323,333,P2,HIGH,SKM_06849,60.4,58.5,57.5,52.7,SH / Unnamed OSM road,2 OSM road entities,2,0,[],False,Current Operational Risk Index 60.4/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.198518,88.650708
P2-324,334,P2,HIGH,SKM_07161,60.4,61.0,58.9,54.3,Unnamed OSM road,17 OSM road entities,17,0,[],False,Current Operational Risk Index 60.4/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.155093,88.498708
P2-325,335,P2,HIGH,SKM_06534,60.3,58.1,57.4,52.4,NH 717A / Unnamed OSM road,11 OSM road entities,11,0,[],False,Current Operational Risk Index 60.3/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.235203,88.60076
P2-326,336,P2,HIGH,SKM_07043,60.3,61.0,59.1,54.5,Unnamed OSM road,6 OSM road entities,6,0,[],False,Current Operational Risk Index 60.3/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.17357,88.458584
P2-327,337,P2,HIGH,SKM_07155,60.3,61.5,59.3,54.8,Phong,10 OSM road entities; 1 mapped settlement,10,1,[],False,Current Operational Risk Index 60.3/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.155727,88.43817
P2-328,338,P2,HIGH,SKM_06820,60.1,60.6,58.9,54.4,Unnamed OSM road,9 OSM road entities,9,0,[],False,Current Operational Risk Index 60.1/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.20166,88.357996
P2-329,339,P2,HIGH,SKM_07309,60.1,61.8,59.2,54.7,Unnamed OSM road,4 OSM road entities,4,0,[],False,Current Operational Risk Index 60.1/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.122397,88.135087
P2-330,340,P2,HIGH,SKM_02554,59.9,61.1,61.7,56.7,NH310AG · North Sikkim Highway / Unnamed OSM road,3 OSM road entities,3,0,[],False,Current Operational Risk Index 59.9/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.704938,88.567
P2-331,341,P2,HIGH,SKM_05145,59.8,59.1,58.8,53.8,Unnamed OSM road,3 OSM road entities,3,0,[],False,Current Operational Risk Index 59.8/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.382562,88.319751
P2-332,342,P2,HIGH,SKM_06268,59.8,59.3,58.0,53.4,SH,1 OSM road entity,1,0,[],False,Current Operational Risk Index 59.8/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.264643,88.378963
P2-333,343,P2,HIGH,SKM_07016,59.8,61.2,58.9,54.7,Unnamed OSM road,9 OSM road entities,9,0,[],False,Current Operational Risk Index 59.8/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.176139,88.186098
P2-334,344,P2,HIGH,SKM_06249,59.5,61.3,58.6,55.1,Unnamed OSM road,6 OSM road entities,6,0,[],False,Current Operational Risk Index 59.5/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.266402,88.187055
P2-335,345,P2,HIGH,SKM_03054,59.3,58.9,58.9,54.7,NH310AG · North Sikkim Highway / Unnamed OSM road,7 OSM road entities,7,0,[],False,Current Operational Risk Index 59.3/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.641187,88.616765
P2-336,346,P2,HIGH,SKM_05192,59.3,57.8,57.5,52.7,NH310,1 OSM road entity,1,0,[],False,Current Operational Risk Index 59.3/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.377259,88.794899
P2-337,347,P2,HIGH,SKM_06170,59.3,61.0,58.6,55.0,NH510 / SH / Unnamed OSM road,12 OSM road entities,12,0,[],False,Current Operational Risk Index 59.3/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.274628,88.278064
P2-338,348,P2,HIGH,SKM_06811,59.2,60.4,58.4,54.2,Unnamed OSM road,3 OSM road entities,3,0,[],False,Current Operational Risk Index 59.2/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.202511,88.267145
P2-339,349,P2,HIGH,SKM_07367,59.2,60.8,58.5,53.9,Unnamed OSM road,2 OSM road entities,2,0,[],False,Current Operational Risk Index 59.2/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.10198,88.397137
P2-340,350,P2,HIGH,SKM_04263,59.0,52.5,52.5,48.2,MDR / NH310A · North Sikkim Highway / Unnamed OSM road,6 OSM road entities,6,0,[],False,Current Operational Risk Index 59.0/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.488801,88.523444
P2-341,351,P2,HIGH,SKM_05754,58.9,56.2,55.8,50.8,Unnamed OSM road,4 OSM road entities,4,0,[],False,Current Operational Risk Index 58.9/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.317438,88.51099
P2-342,352,P2,HIGH,SKM_07348,58.7,60.0,58.0,53.3,MDR / Unnamed OSM road,2 OSM road entities,2,0,[],False,Current Operational Risk Index 58.7/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.111304,88.36699
P2-343,353,P2,HIGH,SKM_02766,58.6,58.8,58.9,54.5,NH310AG · North Sikkim Highway,1 OSM road entity,1,0,[],False,Current Operational Risk Index 58.6/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.677518,88.597023
P2-344,354,P2,HIGH,SKM_07122,58.6,60.4,57.4,53.2,Unnamed OSM road,2 OSM road entities,2,0,[],False,Current Operational Risk Index 58.6/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.158745,88.105178
P2-345,355,P2,HIGH,SKM_07251,58.6,59.9,57.7,53.1,Unnamed OSM road,2 OSM road entities,2,0,[],False,Current Operational Risk Index 58.6/100 (HIGH). Exact GIS overlay identifies mapped road and/or settlement exposure.,Prioritize monitoring and local verification of the mapped exposed assets.,27.137983,88.407674
